,head,topic_rep,Includes Hariri
1904,Netflix acquires first Indian original movie titled Love Per Square Foot,0,
1905,Indian Army official arrested with heroin worth Rs400m in India-held Kashmir,0,
1906,"Saudi Arabia bans selfies, photos and videos at Islam's holiest sites",0,
1907,Couple in Karachi killed allegedly on jirga's orders for contracting freewill marriage,0,
1909,After what I've been through I find it difficult to take stardom seriously: Sajal Ali,0,
1910,"Current, former interior ministers clash over deaths",0,
1911,‘Createlevity’ – Aslam Azhar's distinctive abilities [1932-2015],0,
1912,"Royal Family will not ""give a running commentary on Harry’s love life"": statement",0,
1913,Royal Family announces Prince Harry and Meghan Markle's engagement,0,
1915,Give women greater role in industry to cut poverty: UN,0,
1916,What Trump ought to learn from Egypt’s terror attack,0,
1917,Prince Harry’s engagement shows British monarchy has moved on from scandals of past,0,
1918,"Qalandar shrine blast case may be referred to military court, says CTD officer",0,
1919,HRCP concerned over enforced disappearances,0,
1920,Leak of ministry’s reply in judge’s plea for open trial baffles AG office,0,
1921,Autopsy finds free-will couple strangled,0,
1922,Capitulation,0,
1923,PROFILE: No stranger to controversy,0,
1924,Tafu is working on a 'special album for special children',0,
1925,Accountability court adjourns hearing as Nawaz seeks suspension of proceedings,0,
1926,Migrant slavery casts shadow over EU-Africa summit,0,
1927,"‘10,000 Chinese working on non-CPEC projects in Pakistan’",0,
1928,"Israel, US work together to prevent publication of UN report",0,
1929,Govt held responsible for mishandling Faizabad operation,0,
1930,Dictionary.com chooses ‘complicit’ as its word of the year,0,
1933,Barca salvage draw at Valencia after Messi ghost goal controversy,0,
1935,Regulator imposes Rs5m fine on NTDC,0,
1936,Ghandhara ends UD trucks production,0,
1937,"New approaches being used with Pakistan, India over Afghan issue: US",0,
1938,Khursheed Shah opposes use of religion for political objectives,0,
1939,"Sharif postpones next week’s rallies in Balochistan, Punjab",0,
1941,Bangladesh upholds death sentence for 139 soldiers over massacre,0,
1943,Indian woman in Muslim marriage scandal appeals for ‘freedom’,0,
1944,Kidnapped police officials found by roadside in Rawalpindi with marks of torture,0,
1945,Army saved country from a huge catastrophe: LHC on military's role in Faizabad agreement,0,
1946,List of demands put forward by TLY and accepted by govt for ending the Faizabad protest,0,
1947,Teacher allegedly terminated for being Ahmadi approaches high court,0,
1948,ATC examines evidence in Mashal murder case,0,
1949,Kenya president sworn in after months-long election turmoil,0,
1950,UAE accuses Qatar of being behind 'war crimes' complaint,0,
1951,"Turkish police rescue 57 Pakistani migrants, arrest three human traffickers: reports",0,
1952,"Celebrities should endorse causes they personally relate to, says Kalki Koechlin",0,
1953,"Pope refuses to say Rohingya, calls for rights for all in Myanmar",0,
1954,Sharif vows to continue 'struggle for democracy',0,
1955,Rape is not a number and it should never become only digits in a report,0,
1956,Hudaibiya Paper Mills reference hearing adjourned due to NAB prosecutor's lack of preparation,0,
1957,Ivanka Trump isn't leaving India without a designer outfit,0,
1958,Egypt police kill 11 suspected 'terrorists' in shootout: ministry,0,
1959,Sargodha-based spiritual leader to decide political future of 14 PML-N legislators,0,
1960,Taiwanese activist jailed for five years in China for attempting to subvert state power,0,
1963,Teenager found guilty of plotting terror attack at a Justin Bieber concert,0,
1964,Ivanka Trump’s India visit raises questions about her brand,0,
1965,SHC orders retrial in high-profile Shahzeb Khan murder case,0,
1966,SC disposes off Dr Asim's contempt of court petition against Interior Ministry,0,
1967,German town mayor stabbed by a drunk man at a kebab restaurant,0,
1968,"A DAY IN THE LIFE OF MILK
",0,
1969,FIR registered in 'honour killing' of Karachi couple,0,
1970,Priyanka's got a sweet wish for Meghan Markle on her engagement,0,
1972,Railways agrees to Sindh’s right of way demand for KCR revival,0,
1973,Bali volcano spits ash two miles high; airport closed,0,
1974,Russian probe asks if czar’s 1918 killing was ritual murder,0,
1975,Why Xi is talking about China’s ‘toilet revolution’,0,
1976,Ayodhya dispute: Hindu nationalists talk temple ahead of SC hearings,0,
1977,"IS, Taliban fight for key towns in Nangarhar",0,
1979,Nine remanded in honour killing case,0,
1980,KP govt moves to appoint first anti-harassment ombudsperson,0,
1981,"Electronic media in Pakistan has defective foundation, says Raza Ali Abidi",0,
1982,‘JIT head is NAB’s only material witness’ in Sharif references,0,
1983,Kidnappers wanted to burn us alive: police officials,0,
1984,PHC bans new private schools till formulation of policy,0,
1986,Curfew as Strauss says England players not ‘thugs’,0,
1987,Surrendering to mob rule,0,
1988,Protest on Dec 9 against ‘plan’ to grant citizenship to ‘aliens’,0,
1989,Kohli leads pay-rise call for Indian cricketers,0,
1990,India has a true friend in Trump White House: Ivanka,0,
1991,Doping is not widespread in Russian football: FIFA,0,
1992,The long road to recovery,0,
1993,How cities and urbanisation have become favoured subjects for artistic expressions,0,
1994,Nawaz Sharif ‘unhappy’ with handling of Faizabad sit-in,0,
1995,Quaid’s bust unveiled at London museum,0,
1996,Threat of delayed general elections looms large,0,
1997,US general sees no change in Pakistan behaviour despite Trump’s tough line,0,
1998,PTI wants probe into changes in oath,0,
1999,Herath doubt for crucial third Test against India,0,
2000,Trouble shifts from Abbasi govt to Shahbaz administration,0,
2001,Pakistan envoy stresses importance of ties with US,0,
2002,NAB decides to expedite probe against NTS,0,
2003,SSGC enlists ulema support in ‘winter safety campaign’,0,
2005,"‘World economy growing faster than in years, but not for long’",0,
2006,Pakistan seeks larger representation at SABF,0,
2007,Indian economic growth set to end five-quarter slide,0,
2008,England all-rounder Stokes headed Down Under but not for Ashes,0,
2009,Govt move to declare Langove’s home a sub-jail challenged,0,
2010,"Don't want to be treated like just another designer at fashion weeks, says Ali Xeeshan",0,
2011,India's Supreme Court rejects attempt to stop world release of Padmavati,0,
2012,NAB begins process of declaring Ishaq Dar proclaimed offender,0,
2013,Saeed Ghani appointed president of PPP's Karachi division,0,
2014,"After NMA 2, Mohsin Abbas Haider is returning to television with Meraas",0,
2015,"PTI workers wanted to join the Faizabad sit-in, says Imran Khan",0,
2016,The transformation of Punjabi identity over the centuries,0,
2017,Lawmakers criticise media's role in propagating 'false' stories about monitoring of lawmakers,0,
2018,Junaid Jamshed's son pays emotional tribute to his father with new song,0,
2019,Pakistan ranked fourth among worst countries for women,0,
2020,"Royal fan urges Prince Harry, Meghan Markle to have Indian honeymoon and many kids",0,
2021,War criminal dies after taking poison in UN court: reports,0,
2022,"Foreign investments declining due to political instability, says Saad Rafique",0,
2023,Intelligence Bureau official shot dead outside Islamabad imambargah,0,
2024,China warns of retaliation after fresh US trade probe,0,
2025,Trump tweets anti-Muslim videos posted by British far-right group,0,
2026,Missile launch by North Korea violation of UN resolutions: Foreign Office,0,
2027,Saudi Arabia fights extremism with '5-star' rehab centre,0,
2028,The rot within,0,
2029,Britain's May to visit Saudi Arabia to discuss Yemen war with crown prince,0,
2030,NAB told to justify appeal for reopening Hudaibya reference,0,
2032,"Only 'negotiated' with army officials, not govt representatives: TLY chief Khadim Rizvi",0,
2033,Musharraf calls himself 'greatest supporter of LeT',0,
2034,"Mumbai attacks case: FO spokesperson, foreign secretary appear before ATC",0,
2035,ATC sentences MQM activist to 10 years in prison,0,
2036,"2 FC personnel martyred, 3 injured in Sibbi landmine explosion",0,
2037,Qatari royal inaugurates power plant in Karachi after separate meetings with Sharifs in Lahore,0,
2038,The 2018 Grammy nominations are out now,0,
2039,"Trump, Democrats spar as US government shutdown looms",0,
2040,"2018 may bring on nastier hack attacks, says McAfee report",0,
2041,'We are in danger': French Army translators grow fearful as Taliban territory expands in Afghanistan,0,
2042,Pope in Myanmar preaches forgiveness to a nation accused of ethnic cleansing,0,
2043,NAB failed to reopen Hudaibiya reference due to pressure from Nawaz Sharif: prosecutor,0,
2044,Gazain Marri released on bail in case regarding links to banned organisations,0,
2045,North Korea claims it has joined ranks of nuclear-powered states after recent missile test,0,
2046,Indonesia's 'Niqab Squad' takes aim at face veil prejudice,0,
2048,Pakistanis keep shining at WESPA Youth Cup,0,
2049,NBC sacks newsman over alleged sexual misconduct,0,
2051,"Extremists returning home pose ‘enormous challenge’, UN told",0,
2052,Delhi can learn from other megacities to clear its toxic smog,0,
2053,"SC wants 35,000 amenity plots in city cleared of encroachments within two months",0,
2054,Gas in the pipeline to rid Punjab of shortage: SNGPL,0,
2056,Trade activities picking up at Torkham border,0,
2057,Bond auction raises $2.5bn,0,
2058,Politics of hate,0,
2059,"We need more South Asian people telling their stories, says Kumail Nanjiani",0,
2060,Skewed priorities,0,
2061,3 more Russians banned from Olympics for doping,0,
2062,City Council condemns attempt to amend Khatm-i-Nubuwat law,0,
2063,"Man United stay in touch, Tottenham stumble again",0,
2064,Pakistani injured in Greek crash which kills four migrants,0,
2065,NZ trip Stokes suspicion in Australia,0,
2066,"Ahsan hits out at Imran Khan, says PTI members were part of committee that drafted Elections Act",0,
2067,BCCI fined INR520 million over anti-competitive practices,0,
2068,"Zulfikar Ali Bhutto: Pakistan's most divisive political leader
",0,
2069,Police tell Supreme Court what went wrong with Faizabad operation,0,
2070,COAS briefed on infiltration routes used by militants at Pak-Afghan border,0,
2071,"Pakistan is now energy surplus, says PM Abbasi",0,
2072,NAB chief returns money to 175 people affected by fake housing schemes,0,
2073,"Aussie ‘adults’ don’t need curfew, says Lehmann",0,
2074,Implementation of NAP in Balochistan reviewed,0,
2075,Jawwad Rafique Malik made NHA chairman,0,
2076,Decline in US aid for Pakistan to hurt Afghan border monitoring,0,
2078,"Ogra proposes increase in petrol, diesel prices by December",0,
2079,Make job creation a cornerstone of CPEC: Pakistan Business Council,0,
2080,US sees fastest quarterly growth in three years,0,
2081,Qatar builds dairy industry in desert to ensure self-sufficiency in milk,0,
2082,Minister orders probe into NTS affairs,0,
2083,Minister advises govt to save Rs600bn annually by privatising state-owned entities,0,
2084,"Stars Club revives one of Karachi's fading cultural hotspots, but will the artists come?",0,
2085,The cost of political uncertainty,0,
2086,US threatens to 'utterly destroy' North Korean regime,0,
2087,British PM May urges Saudi Arabia to avert Yemen 'catastrophe',0,
2088,Pakistan to support Saudi-led military alliance while maintaining close contact with Iran,0,
2090,"Swede convicted of 'online' rape, handed 10-year sentence",0,
2091,Moscow mulls next move in escalating media spat with US,0,
2092,Kuwait invites boycott-hit Qatar to Gulf summit,0,
2093,NAB chief orders completion of inquiry against Sharif family within 90 days,0,
2094,Matt Lauer expresses “shame” and “regret” over stories of sexual misconduct,0,
2096,Rao Anwar goes on leave as AIG Sindh orders inquiry into Stargate firing incident,0,
2097,Roadside bomb kills 5 pro-govt fighters in South Waziristan,0,
2098,ECP adjourns petitions against Nawaz's PML-N presidency for indefinite period,0,
2099,What to expect from the first Karachi Car-nival 2017,0,
2101,"801 civilians killed in US-led coalition airstrikes against IS in Iraq, Syria: Pentagon",0,
2102,These celebs are calling up Malala Fund donors to thank them for their support,0,
2103,Egypt politician eyeing presidency claims UAE blocking his travel,0,
2104,ATC releases 73 protesters arrested from Faizabad sit-in on bail,0,
2105,"3 dead, 9 injured in clash between religious groups in Khairpur, Sindh",0,
2106,ECP notice on Article 202 of Election Act 2017 suspended for four petitioning parties by IHC,0,
2107,PTI asks ECP for clarity on delay in Begum Kulsoom's oath-taking in NA,0,
2108,"After five-continent hunt, Disney finds its Mulan in China",0,
2109,SC asks who allowed factories around Katas Raj temple to increase production,0,
2110,SC overturns life sentences of three convicts in Musharraf attack case,0,
2111,Trump attacks British PM after criticism of anti-Muslim videos,0,
2112,New TV series Teetoo and Tania will inspire youth with stories of Pakistani heroes,0,
2113,Drone strike kills at least 3 militants near Pak-Afghan border,0,
2114,India should pursue case against Hafiz Saeed internationally if it has proof: PM Abbasi,0,
2115,"Apex court calls out media, ISI over their 'questionable role' in the Faizabad sit-in",0,
