,head,topic_rep,0.43: Kashmir
15822,"Ahed Tamimi’s courage
",0.365215331,
176,Trump tweets video of him beating ‘CNN’,0.364966184,
4567,Had Nehru waded into Doklam,0.364548653,
102,Trump escalates personal feud with TV hosts,0.364477515,
3140,"India, China troops in high-altitude clash",0.362942308,
23148,"India's Modi visits Nepal to restore neighbourly ties
",0.362278104,
6695,17 dead after protests in Cameroon English-speaking areas,0.36182341,
2983,"Germany condemns US white supremacist rally, terms it 'disgusting'",0.36106208,
17096,"Modi ignoring Trudeau, say Indian, Canadian press",0.360359728,
11847,Muslim labourer hacked to death in apparent religious attack in western India,0.359392285,
10303,"Pakistan awaits Indian response on dialogue on Kashmir, other disputed territories: FO",0.359385788,
17145,Canada rescinds invitation to Sikh militant who was to dine with Trudeau,0.358876854,
9683,US sets up fund against religious violence in India,0.357797086,
21438,"Editor of damning human rights report harassed, intimidated in 'burglary-style raid' in Lahore
",0.35760504,
17981,Macedonians rally against name deal with Greece,0.35742715,
8946,Pummelling India’s democracy,0.357063264,
5419,Censorship? Never again...,0.356418818,
13263,Pakistani pilgrims unable to attend Nizamuddin Aulia's Urs after India postpones visa issuance,0.356070876,
21949,"Who are the Bakarwals?
",0.356021345,
13553,Iran deploys Revolutionary Guards to quell ‘sedition’,0.355365545,
11072,Indian Army official arrested with heroin worth Rs400m in India-held Kashmir,0.355281115,
8164,Protesters in Florida keep white supremacist leader from delivering speech,0.354773372,
14907,"'India's foreign policy does not revolve around Pakistan,' says PM Modi",0.353463173,
15447,Pemra issues notice to TV channels for monitoring of morning show content,0.353405744,
1267,"China losing patience with India, diplomats in Beijing told",0.352178782,
24693,"Ukraine under pressure after faking Russian journalist's death
",0.35117349,
909,"India rejects China's offer, says talks with Pakistan only possible in bilateral framework",0.350059628,
6554,Hong Kong democracy rally marks China national day,0.349692851,
12085,"Watch Nepal, Pakistan is passé",0.349674761,
15688,Fidel Castro's eldest son commits suicide: Cuban media,0.349513948,
24618,"Murder of anti-Kremlin war reporter in Ukrainian capital shocks Russian opposition
",0.349458873,
197,Isolated India reaching out to US to pressurise China: Sartaj Aziz,0.34935832,
9809,"Pakistan Rangers, India's BSF agree to 'revive spirit of 2003 ceasefire agreement': ISPR",0.348438025,
1692,PM arrives in Maldives to attend 52nd independence day celebrations,0.347755224,
1899,"Turkey orders releases in opposition newspaper trial, keeps top journalists in jail",0.347348064,
8247,Pakistan envoy to New Delhi meets Indian FM Sushma Swaraj: report,0.347212553,
5203,Minister vows to unmask architects of anti-press law,0.347158074,
16434,Dialogue with Pakistan is necessary to end bloodshed: IHK CM Mehbooba Mufti,0.347103089,
12534,Chinese court sentences man to jail for spreading hatred against Muslims online,0.347017139,
5425,NON-FICTION: A FAMILIAR STATE OF AFFAIRS,0.346868783,
4923,Turkey says citizens face ‘racist treatment’ in Germany,0.346683919,
13056,‘Restrictions’ on Jadhav’s family trigger new spat,0.346177787,
1369,India elects BJP-backed Kovind as 14th president,0.345935166,
16220,UN Security Council told Maldives crisis may get worse,0.345688254,
13460,German nationalist lawmaker's anti-Muslim tweet prompts complaint,0.345687449,
21231,"Before breaking into a song
",0.344779193,
20048,"Remains of 38 Indians killed by IS in Iraq handed over to minister
",0.344705939,
7185,Indian forces kill 'wanted' JeM militant leader in held Kashmir,0.344533443,
8716,Army says has shot down 'Indian' drone 'spying' across LoC,0.34404853,
2217,China accuses India of ‘concocting’ excuses over border,0.3437078,
23236,"Voter bribes claimed as key Indian state holds election
",0.343503207,
16440,Combing operation underway after attack on base in held Kashmir leaves 10 dead,0.343428969,
6880,KP rights activist wins Anna Politkovskaya Award,0.34321776,
13322,Militants storm Indian paramilitary camp in IHK; 4 soldiers killed,0.342513859,
24550,"Students harshly criticise Iran to supreme leader: reports
",0.342145413,
2450,Indian police allege Laskhar-i-Taiba behind Hindu pilgrim murders in IHK,0.342050433,
137,AJK surgical strikes planned after success in Myanmar: Parrikar,0.342006296,
4545,Kashmiris protest atrocities against Rohingya Muslims in Myanmar,0.34200272,
17234,"No hope of dialogue between Pakistan, India: ex-envoy",0.341560185,
12518,Pakistan ploy works for Modi as BJP wins Gujarat and Himachal Pradesh,0.34152922,
1181,A BJP leader from lowest Dalit caste: India's likely choice for next president,0.341187716,
13608,"'Indian diplomat yelled at my mother,' says spy Kulbhushan in new video",0.341022521,
22394,"Pakistan to release Indian prisoner with ailing health 'on compassionate grounds'
",0.340824246,
3080,India should pull out its troops from China’s territory,0.339459717,
4742,"Chances to solve Siachen, Sir Creek disputes missed: Shyam Saran",0.33939144,
17111,"Canada does not back Sikh separatists, Trudeau assures India",0.338898391,
9102,"India to release 13 Pakistani prisoners including women, child",0.338518322,
16924,2 Indian soldiers killed after eight-year-old Pakistani boy dies in cross-LoC firing: ISPR,0.337636918,
199,China says India violates 1890 agreement in border stand-off,0.337487042,
5831,PM Abbasi shares dossier on Indian atrocities in IHK with UN chief,0.336898178,
17427,World is not playing its role in Kashmir issue settlement: Masood,0.33652541,
4756,Hamza Ali Abbasi is back on Pemra's bad side for his remarks about Pakistani passports,0.336512238,
8578,Newspapers not delivered in Balochistan amid threats,0.336059451,
5969,Indian spiritual guru arrested for assaulting woman,0.335685819,
21135,"Pakistan failing on human rights, claims new HRCP report
",0.33469075,
12111,Rahul Gandhi — ‘inevitable’ heir to India’s Congress dynasty,0.334497243,
2637,Intra-Kashmir trade fails to resume,0.334095776,
23934,"Pakistan's comments on wanting peace will be taken seriously, says Indian defence minister
",0.333801568,
19191,"Electronic media ethics
",0.333686709,
7879,The Kim analogy for Modi,0.332741648,
8579,"'In touch with Aamir Liaquat, other opinion makers,' says Imran",0.332416922,
16010,The economics of politics,0.332079083,
19861,"Millions of Indian students to resit exam
",0.331730545,
13426,Assam leaves 13 million citizens off register; fear grips Muslims,0.331389517,
12530,"A prayer, a key and a lock",0.331170946,
3931,Kashmir suffocated,0.330950737,
6809,Turkish court finds 42 soldiers guilty of trying to kill Erdogan,0.330624849,
4476,Two suspected militants killed in IHK gun battle,0.330231071,
21137,"Group accused of gang raping, killing eight-year-old Indian girl plead not guilty
",0.330006838,
192,Two rebels killed in India-held Kashmir firefight,0.32983008,
9638,Social media mocks Bachchan over Paradise Papers,0.329707742,
3005,"70 years on, India and Pakistan have successfully dehumanised each other in popular imagination",0.328802317,
21176,"Group accused of gang rape, killing Kashmiri girl plead not guilty
",0.32845211,
11991,Bharatmata’s unequal children,0.328416109,
20348,"Twitter says it has suspended over a million accounts for 'promotion of terrorism'
",0.328371167,
14130,Vidya Balan is all set to play Indira Gandhi,0.328260034,
14,Sikh community to protest at Wagah Border,0.328238457,
4365,LITBUZZ: VETERAN JOURNALIST'S BOOK TO BE LAUNCHED IN THE UK,0.328037173,
1154,"Defiant Erdogan attacks EU, favours restoration of death penalty",0.32778421,
16145,"Maldives emergency undermines checks and balances, says UN",0.327324361,
14060,"Journalist Taha Siddiqui beaten by '10-12 armed men', escapes 'attempted abduction'",0.325864285,
22902,"Years in the making
",0.3254776,
10794,Photojournalists attacked by Faizabad protesters,0.325267434,
21813,"Indian court jails spiritual guru Asaram Bapu for life over devotee rape
",0.324560314,
20873,"Politics over rape: Hindu extremists demand release of 8-year-old Muslim girl's rapists in held-Kashmir
",0.324355155,
697,How women in Kashmir's Neelum Valley ensured ceasefire at the LoC,0.32333079,
14889,"Journalist picked up by 'men in plain clothes,' released an hour later",0.323327869,
12536,"‘68 journalists, media workers killed in 2017’",0.3230744,
7131,The ACLU: fighting for US civil rights for nearly a century,0.323054522,
21384,"Cuba marks end of an era as Castro hands over to Diaz-Canel
",0.321767688,
15920,Maldives' chief justice arrested after declaration of emergency,0.321559399,
15860,The pursuit of Kashmir,0.321040452,
2930,"Three 'militants', two Indian soldiers killed in IHK gun battle",0.320914656,
21265,"Baloch activist says RAW asked him to heckle Nawaz in 2015
",0.320868671,
6277,"1 dead, 6 injured in LoC cross-border shelling by Indian troops: officials",0.320052415,
22747,"EU, rights activists express outrage over police brutality in Russia
",0.319836706,
19726,"Faking news: The dark side of news media
",0.319458455,
11440,SC rejects use of foul language for Islamic cause,0.319333941,
11584,Is Rahul Gandhi ready to fight?,0.319193631,
754,Suspected terrorists kill six Hindu pilgrims in held Kashmir,0.319054782,
19505,"Experiencing Pakistan-India borders beyond the militarism of Wagah
",0.318553209,
14217,Netanyahu to start six-day India visit on Sunday,0.318474442,
16699,"'Real reporter' should cover government’s development activities, says India's NIA",0.318169594,
4384,Hasty departure of an ex-general,0.318165004,
13147,145 Indian fishermen released as a goodwill gesture,0.318139195,
12670,India has drastically cut visas for Pakistanis,0.318018317,
14444,China deplores Indian army chief’s remarks on Doklam,0.31780833,
4070,India says troops 'disengaging' from stand-off with China,0.317430973,
23482,"Japan’s female journalists unite to fight harassment
",0.317159593,
23743,"India’s SC orders BJP to hold vote of confidence in Karnataka
",0.31702432,
16939,Is Justin Trudeau being cold-shouldered by PM Modi during his first state visit to India?,0.317011863,
15804,Valley of death: Being young and restless in Kashmir,0.316892803,
22497,"Tragedy in Kabul
",0.316787034,
698,Valley of death: Being young and restless in Kashmir,0.31676212,
694,"US terms India, Japan natural partners as naval exercises begin",0.316533267,
20018,"Protest camp against enforced disappearances
",0.316442758,
22436,"Indian gangster Chhota Rajan gets life sentence for journalist’s murder
",0.316194296,
23271,"Polls suggest Modi’s BJP may be leading in state election
",0.315680742,
6116,‘Hundreds’ dead in Ethiopia ethnic clashes,0.31547913,
2929,In pictures: 'Take America back' rally in Virginia turns violent,0.315173775,
13321,Tamil superstar Rajinikanth joins politics,0.314502418,
10880,"Lankan PM, Modi hold talks on joint projects",0.314493269,
3432,Tens of thousands protest in HK over jailing of democracy activists,0.312737852,
23508,"Man killed after India resumes targeted attacks from across LoC
",0.31268549,
3431,Protests in Sindh towns against ‘enforced disappearance’ of activists,0.311415017,
6140,Indian soldiers kill four Kashmiris,0.311086118,
5555,"Some Rohingya are a serious security threat, Indian govt tells top court",0.311029613,
